City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
460,Magnitogorsk,RU,53.4186,59.0472,38.23,81,40,6.71,scattered clouds
461,Winnemucca,US,40.973,-117.7357,62.65,27,0,8.05,clear sky
462,Dzhebariki-Khaya,RU,62.2167,135.8,36.12,83,42,1.66,scattered clouds
463,Kony,HU,47.6305,17.3572,69.94,56,81,8.3,broken clouds
464,Kismayo,SO,-0.3582,42.5454,80.28,84,100,15.3,overcast clouds
465,Sistranda,NO,63.7256,8.834,58.96,79,85,15.41,overcast clouds
466,Baracoa,CU,20.3467,-74.4958,83.98,70,66,9.89,broken clouds
467,Valdivia,CL,-39.8142,-73.2459,51.89,78,100,4.9,overcast clouds
468,Port Lincoln,AU,-34.7333,135.8667,61.83,76,100,10.2,overcast clouds
469,Boende,CD,-0.2167,20.8667,78.37,79,94,3.13,overcast clouds
470,Sur,OM,22.5667,59.5289,92.98,44,2,9.48,clear sky
471,Tengushevo,RU,54.7686,42.7189,36.64,73,60,8.34,broken clouds
472,Chernyshevskiy,RU,63.0128,112.4714,47.64,76,91,2.26,overcast clouds
473,Jinka,ET,5.65,36.65,64.85,83,86,1.72,overcast clouds
474,Wattegama,LK,6.7989,81.4808,77.29,76,24,6.06,few clouds
475,Aberystwyth,GB,52.4155,-4.0829,57.88,92,99,11.21,overcast clouds
476,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,82.49,76,49,2.62,scattered clouds
477,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,82,75,14.97,broken clouds
478,Ambatondrazaka,MG,-17.8333,48.4167,61.25,97,58,3.98,broken clouds
479,Little Current,CA,45.9793,-81.9248,43.77,89,97,15.14,overcast clouds
480,Manicore,BR,-5.8092,-61.3003,90.23,43,40,3.22,scattered clouds
481,Berlevag,NO,70.8578,29.0864,42.75,75,100,4.61,overcast clouds
482,Arman,RU,59.7,150.1667,41.02,98,100,10.33,moderate rain
483,Umea,SE,63.8284,20.2597,57.13,41,0,5.75,clear sky
484,Pangkalanbuun,ID,-2.6833,111.6167,74.57,98,67,1.36,broken clouds
485,Acurenam,GQ,1.0322,10.6488,69.35,99,50,3.22,light rain
486,Sikasso,ML,10.9167,-7.0,91.62,38,77,7.07,broken clouds
487,Kodinsk,RU,58.6881,99.1844,47.73,89,73,2.46,broken clouds
488,Cherepovets,RU,59.1333,37.9,40.82,52,0,4.47,clear sky
489,Birao,CF,10.2849,22.7882,93.04,20,100,5.57,overcast clouds
490,Luanda,AO,-8.8368,13.2343,75.2,78,20,8.05,few clouds
491,Obuasi,GH,6.206,-1.6619,70.97,94,100,1.14,overcast clouds
492,Ashiya,JP,34.7281,135.3026,66.09,95,22,3.8,few clouds
493,Tarauaca,BR,-8.1614,-70.7656,86.86,53,73,1.34,broken clouds
494,Sinnamary,GF,5.3833,-52.95,80.24,84,76,7.27,broken clouds
495,Nizhnevartovsk,RU,60.9344,76.5531,66.22,55,0,17.9,clear sky
496,Lake Charles,US,30.2131,-93.2044,77.22,73,0,17.27,clear sky
497,Chapleau,CA,47.8405,-83.4034,46.35,60,97,8.28,overcast clouds
498,Ranong,TH,9.9658,98.6348,80.85,85,100,14.25,moderate rain
499,Karatuzskoye,RU,53.6072,92.8667,64.31,51,100,0.65,overcast clouds
500,Porto Novo,BJ,6.4965,2.6036,82.22,85,97,6.82,light rain
501,Baiyin,CN,36.5583,104.2081,65.75,49,61,5.1,broken clouds
502,Kaniama,CD,-7.5667,24.1833,73.45,64,95,1.9,overcast clouds
503,Tabory,RU,58.5198,64.5495,37.17,93,50,7.02,scattered clouds
504,Jalu,LY,29.0331,21.5482,79.38,20,0,8.81,clear sky
505,Lasa,IT,46.6166,10.7002,77.88,73,97,3.24,overcast clouds
506,Florence,IT,43.7667,11.25,76.68,58,0,6.91,clear sky
507,Takoradi,GH,4.8845,-1.7554,76.32,88,100,6.31,overcast clouds
508,Manaure,CO,11.7751,-72.4445,89.2,51,1,23.26,clear sky
509,Paamiut,GL,61.994,-49.6678,35.04,94,99,24.63,overcast clouds
510,Grand Gaube,MU,-20.0064,57.6608,75.6,78,4,1.99,clear sky
511,Naze,JP,28.3667,129.4833,65.32,72,99,3.31,overcast clouds
512,Kandrian,PG,-6.2167,149.55,77.09,87,54,3.85,broken clouds
513,Constitucion,CL,-35.3333,-72.4167,55.0,79,100,8.05,overcast clouds
514,Isangel,VU,-19.55,169.2667,76.14,85,79,8.03,broken clouds
515,Qasigiannguit,GL,68.8193,-51.1922,35.85,99,100,6.08,light rain
516,Barreirinha,BR,-2.7933,-57.07,81.46,78,28,2.28,scattered clouds
517,Rafraf,TN,37.1904,10.1837,75.52,57,0,8.39,clear sky
518,Mezen,RU,65.8522,44.24,32.25,73,47,13.15,scattered clouds
519,Teya,RU,60.3778,92.6267,45.3,87,0,2.13,clear sky
520,Kabul,AF,34.5,69.4167,54.75,38,0,4.45,clear sky
521,Jos,NG,9.9167,8.9,73.31,60,99,2.01,light rain
522,Zonguldak,TR,41.25,31.8333,53.08,89,38,3.15,scattered clouds
523,Resistencia,AR,-27.4606,-58.9839,74.08,48,0,5.75,clear sky
524,Dali,CN,25.7,100.1833,61.07,88,64,2.98,broken clouds
525,Basoda,IN,23.85,77.9333,96.51,24,43,17.63,scattered clouds
526,Gat,IL,31.61,34.7642,69.82,28,0,4.99,clear sky
527,Nibbar,TN,36.2941,8.7666,84.88,18,0,6.91,clear sky
528,Liku,ID,-0.7275,119.8922,75.6,91,99,2.55,overcast clouds
529,Bambanglipuro,ID,-7.95,110.2833,77.9,87,95,3.49,overcast clouds
530,Manyana,BW,-23.4,21.7167,51.3,51,0,7.14,clear sky
531,Arivonimamo,MG,-19.0167,47.1833,57.25,89,33,4.38,scattered clouds
532,Gerede,TR,40.8008,32.1969,47.57,67,25,2.46,light rain
533,Vanavara,RU,60.34,102.2797,41.83,94,67,2.59,broken clouds
534,Mogadishu,SO,2.0371,45.3438,80.78,85,97,17.58,overcast clouds
535,Lubu,CN,23.1742,112.2809,72.82,97,100,2.68,light rain
536,Ponta Delgada,PT,37.7333,-25.6667,65.12,100,100,6.91,mist
537,Sertanopolis,BR,-23.0586,-51.0364,77.07,39,0,4.65,clear sky
538,Daru,PG,-9.0763,143.2092,80.19,81,66,12.46,broken clouds
539,Bonthe,SL,7.5264,-12.505,79.39,83,100,8.1,moderate rain
540,Adrar,MR,20.5022,-10.0711,105.46,6,22,10.76,few clouds
541,Ust-Barguzin,RU,53.45,108.9833,43.61,84,99,3.13,overcast clouds
542,Amazar,RU,53.858,120.875,40.33,98,100,3.11,overcast clouds
543,Canutama,BR,-6.5339,-64.3831,91.44,42,17,2.71,few clouds
544,Urucara,BR,-2.5364,-57.76,86.76,60,8,3.24,clear sky
545,Cefalu,IT,38.0386,14.0229,72.36,46,0,4.0,clear sky
546,Yulara,AU,-25.2406,130.9889,56.19,42,64,7.85,broken clouds
547,Progreso,MX,21.2833,-89.6667,98.71,48,7,7.36,clear sky
548,Acapulco,MX,16.8634,-99.8901,85.82,62,75,8.05,broken clouds
549,Anaconda,US,46.1285,-112.9423,45.59,52,100,4.61,overcast clouds
550,Gouyave,GD,12.1646,-61.7296,84.97,66,20,25.32,few clouds
551,Nemuro,JP,43.3236,145.575,45.7,99,100,12.33,moderate rain
552,Wanning,CN,18.8003,110.3967,78.75,91,99,4.25,overcast clouds
553,Rawson,AR,-43.3002,-65.1023,52.97,70,100,22.28,light rain
554,Nanakuli,US,21.3906,-158.1547,80.55,64,100,5.75,overcast clouds
555,Foldeak,HU,46.3167,20.5,62.01,61,1,7.7,clear sky
556,Tazovskiy,RU,67.4667,78.7,35.24,96,96,14.29,overcast clouds
557,Tabuk,PH,17.4189,121.4443,75.11,94,96,1.45,overcast clouds
558,Barguzin,RU,53.6167,109.6167,45.28,83,66,2.86,broken clouds
559,Imbituba,BR,-28.24,-48.6703,66.09,77,51,5.01,broken clouds
560,Anadyr,RU,64.75,177.4833,45.1,65,0,6.71,clear sky
561,Bagan,RU,54.1001,77.6646,56.46,29,93,17.36,overcast clouds
562,Roquetas De Mar,ES,36.7642,-2.6148,73.62,76,97,15.35,overcast clouds
563,Blind River,CA,46.1834,-82.9582,53.71,71,98,10.33,overcast clouds
564,Dicabisagan,PH,17.0818,122.4157,78.3,86,89,6.55,overcast clouds
565,Tongzi,CN,28.7829,105.0877,62.2,94,79,1.43,broken clouds
566,Sudak,UA,44.85,34.9667,58.5,78,93,7.74,overcast clouds
567,Merauke,ID,-8.4667,140.3333,78.75,85,26,11.36,scattered clouds
568,Kastamonu,TR,41.5,33.6667,51.96,64,6,4.41,clear sky
569,Namibe,AO,-15.1961,12.1522,70.02,71,0,4.43,clear sky
570,Laguna,US,38.421,-121.4238,84.06,32,0,5.75,clear sky
571,Bushehr,IR,28.9684,50.8385,86.09,42,0,11.5,clear sky
572,Ajdabiya,LY,30.7554,20.2263,67.3,60,0,6.82,clear sky
573,Komsomolskiy,UZ,40.4272,71.7189,57.92,67,40,4.61,scattered clouds
574,Mabaruma,GY,8.2,-59.7833,81.88,75,77,6.53,broken clouds
575,Capoterra,IT,39.1763,8.9718,76.41,61,0,5.75,clear sky
576,Terra Rica,BR,-22.7094,-52.6169,73.15,33,1,7.2,clear sky
577,Maniitsoq,GL,65.4167,-52.9,32.04,98,100,17.76,light snow
578,Joshimath,IN,30.5667,79.5667,59.2,85,84,1.12,broken clouds
579,Fare,PF,-16.7,-151.0167,80.42,69,4,14.29,clear sky
580,Pantai Remis,MY,4.4557,100.6288,80.62,86,91,3.65,overcast clouds
581,Campeche,MX,19.0,-90.5,103.68,28,6,6.44,clear sky
582,Lethem,GY,3.3803,-59.7968,72.68,96,100,2.01,light rain
583,Ulladulla,AU,-35.35,150.4667,54.5,85,100,7.94,moderate rain
584,New Ulm,US,44.3125,-94.4605,58.42,37,40,13.8,scattered clouds
585,Las Colinas,PA,8.55,-80.0833,81.75,68,79,1.05,broken clouds
586,Galle,LK,6.0367,80.217,80.01,87,12,12.39,few clouds
587,Moyale,KE,3.5167,39.0584,68.97,75,72,3.31,broken clouds
588,Barra,BR,-11.0894,-43.1417,86.76,37,2,4.38,clear sky
589,Tooele,US,40.5308,-112.2983,66.24,29,0,9.22,clear sky
590,Brest,BY,52.1,23.7,48.06,91,100,9.42,overcast clouds
591,Ishigaki,JP,24.3448,124.1572,77.13,88,75,10.36,light rain
592,Ous,RU,60.9058,61.5186,33.96,98,100,7.74,overcast clouds
593,Limbang,MY,4.75,115.0,78.91,97,100,2.04,moderate rain
594,Dubbo,AU,-32.25,148.6167,50.13,81,52,10.36,broken clouds
595,Merrill,US,45.1805,-89.6835,51.67,53,100,9.22,overcast clouds
596,Nenjiang,CN,49.1833,125.2167,55.74,59,63,7.2,broken clouds
597,Kawalu,ID,-7.3817,108.2082,72.75,97,98,1.59,overcast clouds
598,Solnechnyy,RU,50.7214,136.6319,34.65,88,55,2.71,broken clouds
599,Stromness,GB,58.965,-3.296,53.87,90,100,10.56,light rain
600,Turbat,PK,26.0023,63.044,96.82,11,0,18.95,clear sky
601,Bedford,GB,52.1346,-0.4663,70.09,55,96,4.56,overcast clouds
602,Dagua,CO,3.6569,-76.6886,77.76,83,47,4.32,scattered clouds
603,Banepa,NP,27.6298,85.5214,64.72,82,75,3.44,broken clouds
604,West Bay,KY,19.3667,-81.4167,87.08,77,20,11.5,haze
605,Hay River,CA,60.8156,-115.7999,37.38,93,100,6.91,light rain
606,Tungor,RU,53.3808,142.9564,31.46,93,100,10.96,overcast clouds
607,Necochea,AR,-38.5473,-58.7368,62.38,45,100,13.18,overcast clouds
608,Morristown,US,36.214,-83.2949,84.38,61,20,12.66,few clouds
609,Vanimo,PG,-2.6741,141.3028,78.04,88,96,3.98,overcast clouds
610,Tevaitoa,PF,-16.7833,-151.5,80.35,73,15,15.35,few clouds
611,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,36.54,92,100,6.71,overcast clouds
612,College,US,64.8569,-147.8028,62.29,32,40,6.91,scattered clouds
613,Tatawin,TN,32.9297,10.4518,84.69,12,0,11.45,clear sky
614,Kingman,US,35.1894,-114.053,80.13,20,0,8.05,clear sky
615,Tautira,PF,-17.7333,-149.15,79.34,75,28,14.47,light rain
616,Laramie,US,41.3114,-105.5911,48.58,45,0,28.77,clear sky
617,Machali,CL,-34.1833,-70.6667,54.68,67,100,2.3,light rain
618,Zyryanka,RU,65.75,150.85,45.46,63,99,11.72,overcast clouds
619,Cairns,AU,-16.9167,145.7667,73.35,84,100,8.05,overcast clouds
620,Shiyan,CN,32.6475,110.7781,62.56,85,1,2.95,clear sky
621,Emba,KZ,48.8264,58.1442,55.42,75,100,23.96,light rain
622,Dawei,MM,14.0833,98.2,76.78,95,100,2.86,overcast clouds
623,Volkhov,RU,59.9258,32.3382,38.66,68,2,4.56,clear sky
624,Tsiroanomandidy,MG,-18.7667,46.0333,70.83,53,65,1.07,broken clouds
625,Ampanihy,MG,-24.7,44.75,68.02,57,24,6.51,few clouds
626,Shingu,JP,33.7333,135.9833,63.1,74,0,6.6,clear sky
627,Ravar,IR,31.2656,56.8055,73.6,11,0,6.22,clear sky
628,Warrnambool,AU,-38.3833,142.4833,41.81,92,6,8.14,clear sky
629,Bahia Blanca,AR,-38.7196,-62.2724,62.8,34,100,16.58,overcast clouds
630,Monterey,US,36.2505,-121.2516,81.18,16,34,4.27,scattered clouds
631,Youkounkoun,GN,12.5333,-13.1333,101.64,18,33,4.32,scattered clouds
632,Omboue,GA,-1.5746,9.2618,75.72,83,54,8.93,broken clouds
633,Finspang,SE,58.7058,15.7674,57.72,49,86,1.77,overcast clouds
634,Urengoy,RU,65.9667,78.3667,48.25,77,99,17.76,overcast clouds
635,La Ronge,CA,55.1001,-105.2842,62.85,15,75,12.66,broken clouds
636,General Pico,AR,-35.6566,-63.7568,70.57,26,94,17.78,overcast clouds
637,Chara,RU,56.9064,118.2631,43.72,78,100,0.92,overcast clouds
638,Bolobo,CD,-2.1667,16.2333,75.52,84,94,1.68,overcast clouds
639,Wurzen,DE,51.3667,12.7333,66.96,67,65,2.66,broken clouds
640,Keti Bandar,PK,24.1447,67.4497,82.47,89,23,23.62,few clouds
641,Denpasar,ID,-8.65,115.2167,80.26,88,20,4.61,few clouds
642,Aktau,KZ,43.65,51.2,59.58,69,1,19.01,clear sky
643,Baglung,NP,28.2719,83.5898,64.72,76,88,4.12,overcast clouds
644,Skibotn,NO,69.3913,20.2679,43.47,97,94,3.6,overcast clouds
645,Alamor,EC,-4.0181,-80.0197,73.6,67,58,6.82,broken clouds
646,Aklavik,CA,68.2191,-135.0107,26.6,86,100,8.05,light snow
647,Kaeo,NZ,-35.1,173.7833,54.5,90,99,4.12,overcast clouds
648,Richmond,US,37.5538,-77.4603,91.99,61,40,8.05,scattered clouds
649,Qeshm,IR,26.9581,56.2719,89.47,71,0,6.73,clear sky
650,Igarka,RU,67.4667,86.5833,39.16,96,95,7.67,overcast clouds
651,Saulkrasti,LV,57.2622,24.4147,56.77,69,100,8.14,overcast clouds
652,Storsteinnes,NO,69.2408,19.2344,54.25,100,100,2.55,overcast clouds
653,Umm Lajj,SA,25.0213,37.2685,81.07,52,3,9.48,clear sky
654,Hirara,JP,24.8,125.2833,76.69,78,99,12.28,overcast clouds
655,Mahibadhoo,MV,3.7833,72.9667,83.52,76,64,13.24,broken clouds
656,Sitangkai,PH,4.6628,119.3928,83.61,72,100,6.44,overcast clouds
657,Bagdarin,RU,54.4333,113.6,39.47,77,48,3.98,scattered clouds
658,Faanui,PF,-16.4833,-151.75,80.51,72,9,15.39,clear sky
659,Tosya,TR,41.0155,34.0401,60.53,51,81,5.77,broken clouds
660,Kristianstad,SE,56.0313,14.1524,59.95,91,75,3.44,broken clouds
661,Tinyahuarco,PE,-10.75,-76.3,52.38,50,82,8.88,broken clouds
662,Andra,RU,62.5147,65.8878,45.93,98,100,4.05,moderate rain
663,Botucatu,BR,-22.8858,-48.445,70.21,35,0,4.32,clear sky
664,Orocue,CO,4.7912,-71.3354,88.2,53,63,8.84,broken clouds
665,Seymchan,RU,62.8833,152.4333,41.25,70,100,5.1,overcast clouds
666,Vestmanna,FO,62.1564,-7.1664,47.32,93,100,6.91,light rain
667,Kroya,ID,-7.6331,109.2461,77.38,89,73,3.2,broken clouds
668,Mount Gambier,AU,-37.8333,140.7667,37.31,93,100,4.61,fog
669,Port-Cartier,CA,50.0334,-66.8654,57.42,76,91,5.64,overcast clouds
670,Poplar Bluff,US,36.757,-90.3929,62.49,64,100,13.8,overcast clouds
671,Buta,CD,2.7858,24.73,71.82,96,100,1.81,light rain
672,Shchors,UA,51.8186,31.945,48.45,93,99,6.55,overcast clouds
673,Berbera,SO,10.4396,45.0143,94.51,31,100,7.54,overcast clouds
674,Abu Dhabi,AE,24.4667,54.3667,86.02,63,0,5.75,clear sky
675,Balvi,LV,57.1313,27.2658,47.77,62,96,5.57,overcast clouds
676,Labrea,BR,-7.2586,-64.7981,89.02,47,28,2.24,scattered clouds
677,Antalaha,MG,-14.9003,50.2788,72.14,84,56,7.58,broken clouds
678,Gunnedah,AU,-30.9833,150.25,53.11,83,97,8.01,overcast clouds
679,Diego De Almagro,CL,-26.3667,-70.05,78.31,14,0,7.25,clear sky
680,Rantauprapat,ID,2.1,99.8333,73.67,96,99,1.52,overcast clouds
681,Karangasem,ID,-8.45,115.6167,77.61,79,100,2.91,overcast clouds
682,Inta,RU,66.0317,60.1659,33.21,97,100,19.55,overcast clouds
683,Mao,ES,39.8885,4.2658,75.76,64,0,9.22,clear sky
684,Mucuri,BR,-18.0864,-39.5508,74.41,66,30,6.82,scattered clouds
685,Saucillo,MX,28.0167,-105.2833,91.0,18,31,11.95,scattered clouds
686,Diffa,NE,13.3154,12.6113,92.32,12,29,6.89,scattered clouds
687,Nalut,LY,30.3333,10.85,81.16,5,0,6.6,clear sky
688,Carauari,BR,-4.8828,-66.8958,87.19,58,43,2.1,scattered clouds
689,Axim,GH,4.8699,-2.2405,76.59,86,100,5.14,overcast clouds
690,Nathdwara,IN,24.9333,73.8167,84.63,52,0,17.58,clear sky
691,Batken,KG,39.8333,71.0,38.16,87,100,3.06,overcast clouds
692,Oxelosund,SE,58.6706,17.1015,52.18,62,0,9.22,clear sky
693,Loralai,PK,30.3705,68.598,78.13,12,17,15.61,few clouds
694,Katangli,RU,51.7102,143.2326,34.38,88,99,9.44,overcast clouds
695,Saint-Joseph,RE,-21.3667,55.6167,70.18,77,42,11.77,scattered clouds
